model,valid_pixels,original_rms_rad,corrected_rms_rad,dem_phase_rms_rad,all_ifg_model_residual_rms_rad
linear_ols,382844,0.24505175650119781,0.26223570108413696,0.13722333312034607,0.8582041292700071
quadratic_ols,382844,0.24505175650119781,0.26378560066223145,0.13768251240253448,0.8488862669507669
linear_wls,382844,0.24505175650119781,0.19983120262622833,0.17579588294029236,1.1215504253845328
linear_huber,382844,0.24505175650119781,0.24772313237190247,0.12685874104499817,0.8870293073717369
